,city_name,city_status,overall_city_health_score,city_status_current_funding,city_expected_funding,airport_asset_status,airport_score,building_asset_status,building_score,road_asset_status,road_score,sewage_asset_status,sewage_score,city_roads_actual_annual_spending,city_roads_cost_differential,city_roads_expected_annual_cost,city_total_sq_footage_asphalt_streets,city_total_sq_footage_concrete_streets,city_total_sq_footage_streets,city_population,city_median_household_income,city_cafr_link,city_budget_link
286,Somerset,,,,,,,,,,,,,,,2822971.14,11291884.56,0,11291884.56,,,,
287,Shelburne,,,,,,,,,,,,,,,1153857.672,4615430.688,0,4615430.688,,,,
288,Sherborn,,,,,,,,,,,,,,,1562863.632,6251454.528,0,6251454.528,,,,
289,Shirley,,,,,,,,,,,,,,,1268877.456,5075509.824,0,5075509.824,,,,
290,Sheffield,,,,,,,,,,,,,,,1921749.192,7686996.768,0,7686996.768,,,,
291,Sterling,,,,,,,,,,,,,,,2144658.384,8578633.536,0,8578633.536,,,,
292,Sharon,,,,,,,,,,,,,,,3440886.372,13763545.49,0,13763545.49,,,,
293,Stockbridge,,,,,,,,,,,,,,,1074277.248,4297108.992,0,4297108.992,,,,
294,Saugus,,,,,,,,,,,,,,,2945151.264,11780605.06,0,11780605.06,,,,
295,Savoy,,,,,,,,,,,,,,,959212.056,3836848.224,0,3836848.224,,,,
296,Scituate,,,,,,,,,,,,,,,3090435.612,12361742.45,0,12361742.45,,,,
297,Townsend,,,,,,,,,,,,,,,2223753.048,8895012.192,0,8895012.192,,,,
298,Seekonk,,,,,,,,,,,,,,,3305932.212,13223728.85,0,13223728.85,,,,
299,Upton,,,,,,,,,,,,,,,1731495.612,6925982.448,0,6925982.448,,,,
300,Uxbridge,,,,,,,,,,,,,,,2895639.252,11581644.62,7603.2,11589247.82,,,,
301,Tyngsborough,,,,,,,,,,,,,,,2108163.288,8432653.152,0,8432653.152,,,,
302,Tyringham,,,,,,,,,,,,,,,549196.692,2196786.768,0,2196786.768,,,,
303,Tisbury,,,,,,,,,,,,,,,519927.936,2079711.744,0,2079711.744,,,,
304,Topsfield,,,,,,,,,,,,,,,1448521.404,5794085.616,0,5794085.616,,,,
305,Wakefield,,,,,,,,,,,,,,,2996756.532,11987026.13,0,11987026.13,,,,
306,West Boylston,,,,,,,,,,,,,,,1515679.968,6062719.872,0,6062719.872,,,,
307,Templeton,,,,,,,,,,,,,,,1934675.424,7738701.696,0,7738701.696,,,,
308,Taunton,,,,,,,,,,,,,,,6487877.616,25948849.34,22176,25971025.34,,,,
309,Waltham,,,,,,,,,,,,,,,4202231.352,16808925.41,0,16808925.41,,,,
310,Swampscott,,,,,,,,,,,,,,,1477156.428,5908625.712,0,5908625.712,,,,
311,Sutton,,,,,,,,,,,,,,,2179425.468,8717701.872,0,8717701.872,,,,
312,Swansea,,,,,,,,,,,,,,,3046097.472,12184389.89,0,12184389.89,,,,
313,Sturbridge,,,,,,,,,,,,,,,1985213.868,7940855.472,0,7940855.472,,,,
314,Wales,,,,,,,,,,,,,,,529495.296,2117981.184,0,2117981.184,,,,
315,Sudbury,,,,,,,,,,,,,,,3845357.34,15381429.36,0,15381429.36,,,,
316,Stoneham,,,,,,,,,,,,,,,2351592.672,9406370.688,0,9406370.688,,,,
317,Westford,,,,,,,,,,,,,,,4700058.132,18800232.53,0,18800232.53,,,,
318,West Springfield,,,,,,,,,,,,,,,4275157.92,17100631.68,0,17100631.68,,,,
319,West Stockbridge,,,,,,,,,,,,,,,853435.968,3413743.872,0,3413743.872,,,,
320,Sunderland,,,,,,,,,,,,,,,882282.72,3529130.88,0,3529130.88,,,,
321,Stoughton,,,,,,,,,,,,,,,3686192.664,14744770.66,0,14744770.66,,,,
322,Tolland,,,,,,,,,,,,,,,939949.956,3759799.824,0,3759799.824,,,,
323,West Newbury,,,,,,,,,,,,,,,1090900.14,4363600.56,0,4363600.56,,,,
324,Westwood,,,,,,,,,,,,,,,2570218.2,10280872.8,0,10280872.8,,,,
325,West Brookfield,,,,,,,,,,,,,,,1231571.352,4926285.408,0,4926285.408,,,,
326,Westminster,,,,,,,,,,,,,,,2127019.752,8508079.008,0,8508079.008,,,,
327,Westhampton,,,,,,,,,,,,,,,1088683.068,4354732.272,0,4354732.272,,,,
328,Wellfleet,,,,,,,,,,,,,,,1203347.772,4813391.088,0,4813391.088,,,,
329,West Bridgewater,,,,,,,,,,,,,,,1508431.188,6033724.752,0,6033724.752,,,,
330,Watertown,,,,,,,,,,,,,,,2583012.696,10330732.9,10982.4,10341715.3,,,,
331,Wayland,,,,,,,,,,,,,,,2495841.612,9983366.448,0,9983366.448,,,,
332,Wrentham,,,,,,,,,,,,,,,2084165.028,8336660.112,0,8336660.112,,,,
333,Weston,,,,,,,,,,,,,,,2528796.6,10115186.4,0,10115186.4,,,,
334,Worcester,,,,,,,,,,,,,,,17641326.7,70564880.5,3552.384,70568432.88,,,,
335,Wendell,,,,,,,,,,,,,,,1002628.968,4010515.872,0,4010515.872,,,,
336,Wenham,,,,,,,,,,,,,,,877231.608,3508926.432,0,3508926.432,,,,
337,Warren,,,,,,,,,,,,,,,1426218.156,5704872.624,0,5704872.624,,,,
338,Washington,,,,,,,,,,,,,,,832966.068,3331864.272,0,3331864.272,,,,
339,Worthington,,,,,,,,,,,,,,,1183059.768,4732239.072,0,4732239.072,,,,
340,Winchester,,,,,,,,,,,,,,,2524765.584,10099062.34,0,10099062.34,,,,
341,Windsor,,,,,,,,,,,,,,,1148297.7,4593190.8,0,4593190.8,,,,
342,Winthrop,,,,,,,,,,,,,,,1181276.052,4725104.208,0,4725104.208,,,,
343,Woburn,,,,,,,,,,,,,,,4208733.973,16834869.74,551.232,16835420.98,,,,
344,Winchendon,,,,,,,,,,,,,,,2135489.796,8541959.184,0,8541959.184,,,,
345,Wilbraham,,,,,,,,,,,,,,,3098225.196,12392900.78,0,12392900.78,,,,
346,Wilmington,,,,,,,,,,,,,,,3178486.212,12713944.85,0,12713944.85,,,,
347,Whitman,,,,,,,,,,,,,,,1655916.504,6623666.016,0,6623666.016,,,,
348,Williamsburg,,,,,,,,,,,,,,,904765.092,3619060.368,0,3619060.368,,,,
349,Williamstown,,,,,,,,,,,,,,,1365849.144,5463396.576,0,5463396.576,,,,
350,Whately,,,,,,,,,,,,,,,748738.188,2994952.752,0,2994952.752,,,,
