,city_name,city_status,overall_city_health_score,city_status_current_funding,city_expected_funding,airport_asset_status,airport_score,building_asset_status,building_score,road_asset_status,road_score,sewage_asset_status,sewage_score,city_roads_actual_annual_spending,city_roads_cost_differential,city_roads_expected_annual_cost,city_total_sq_footage_asphalt_streets,city_total_sq_footage_concrete_streets,city_total_sq_footage_streets,city_population,city_median_household_income,city_cafr_link,city_budget_link
172,Hopkinton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,952,575.34","11,810,301.36",0.00,"11,810,301.36",0,0,0,0
173,Hopedale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"966,789.91","3,867,159.65",0.00,"3,867,159.65",0,0,0,0
174,Lakeville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,967,199.70","7,868,798.78",0.00,"7,868,798.78",0,0,0,0
175,Kingston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,028,966.72","8,115,866.88",0.00,"8,115,866.88",0,0,0,0
176,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"941,239.20","3,764,956.80",0.00,"3,764,956.80",0,0,0,0
177,Ipswich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,214,979.93","8,859,919.73",0.00,"8,859,919.73",0,0,0,0
178,Marlborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,581,775.31","18,327,101.23",0.00,"18,327,101.23",0,0,0,0
179,Stow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,519,203.84","6,076,815.36",0.00,"6,076,815.36",0,0,0,0
180,Lenox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,252,396.03","4,992,479.18","142,540.99","5,135,020.18",0,0,0,0
181,Lancaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,709,909.12","6,839,636.50",0.00,"6,839,636.50",0,0,0,0
182,Lanesborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,041,336.89","4,153,300.80","100,389.70","4,253,690.50",0,0,0,0
183,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,082,589.21","8,330,356.85",0.00,"8,330,356.85",0,0,0,0
184,Leominster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,564,864.32","22,259,267.18","1,584.00","22,260,851.18",0,0,0,0
185,Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,430,238.88","5,720,955.50",0.00,"5,720,955.50",0,0,0,0
186,Lexington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,303,446.05","17,213,784.19",0.00,"17,213,784.19",0,0,0,0
187,Paxton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,045,753.90","4,183,015.58",0.00,"4,183,015.58",0,0,0,0
188,Leverett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"820,027.69","3,280,110.77",0.00,"3,280,110.77",0,0,0,0
189,Littleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,891,282.27","7,565,129.09",0.00,"7,565,129.09",0,0,0,0
190,Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,426,317.55","5,705,270.21",0.00,"5,705,270.21",0,0,0,0
191,Leyden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"644,403.94","2,577,615.74",0.00,"2,577,615.74",0,0,0,0
192,Lynn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,041,900.57","24,167,602.27",0.00,"24,167,602.27",0,0,0,0
193,Lunenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,301,618.66","9,206,474.64",0.00,"9,206,474.64",0,0,0,0
194,Ludlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,186,955.92","16,747,823.66",0.00,"16,747,823.66",0,0,0,0
195,Lynnfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,366,323.21","9,465,292.85",0.00,"9,465,292.85",0,0,0,0
196,Malden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,484,264.45","13,934,672.93","19,873.92","13,954,546.85",0,0,0,0
197,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,920,929.00","15,680,283.17","28,607.04","15,708,890.21",0,0,0,0
198,Marblehead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,405,441.54","9,621,766.18",0.00,"9,621,766.18",0,0,0,0
199,Manchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"703,137.47","2,812,549.87",0.00,"2,812,549.87",0,0,0,0
200,Mashpee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,887,634.11","11,550,536.45",0.00,"11,550,536.45",0,0,0,0
201,Marshfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,035,481.96","16,141,927.82",0.00,"16,141,927.82",0,0,0,0
202,Medford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,557,807.62","14,231,230.46",0.00,"14,231,230.46",0,0,0,0
203,Maynard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,125,464.08","4,501,856.30",0.00,"4,501,856.30",0,0,0,0
204,Medfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,352,611.18","9,410,444.74",0.00,"9,410,444.74",0,0,0,0
205,Mattapoisett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,129,215.65","4,516,862.59",0.00,"4,516,862.59",0,0,0,0
206,Sandisfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,523,469.68","6,093,878.74",0.00,"6,093,878.74",0,0,0,0
207,Melrose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,304,057.76","9,216,231.02",0.00,"9,216,231.02",0,0,0,0
208,Methuen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,565,108.91","22,260,435.65",0.00,"22,260,435.65",0,0,0,0
209,Mendon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,586,143.68","6,344,574.72",0.00,"6,344,574.72",0,0,0,0
210,Merrimac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,055,443.49","4,221,773.95",0.00,"4,221,773.95",0,0,0,0
211,New Bedford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,247,293.58","40,987,501.63","13,939.20","41,001,440.83",0,0,0,0
212,Montague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,110,306.23","12,441,224.93",0.00,"12,441,224.93",0,0,0,0
213,Natick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,187,341.62","16,749,366.48",0.00,"16,749,366.48",0,0,0,0
214,Needham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,987,077.29","15,948,309.17",0.00,"15,948,309.17",0,0,0,0
215,Monson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,452,486.48","9,809,945.90",0.00,"9,809,945.90",0,0,0,0
216,Milton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,390,101.75","13,560,406.99",0.00,"13,560,406.99",0,0,0,0
217,Monroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"382,551.05","1,530,204.19",0.00,"1,530,204.19",0,0,0,0
218,New Braintree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,198,019.72","4,792,078.90",0.00,"4,792,078.90",0,0,0,0
219,New Marlborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,744,604.80","6,978,419.18",0.00,"6,978,419.18",0,0,0,0
220,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"699,897.26","2,799,589.06",0.00,"2,799,589.06",0,0,0,0
221,Monterey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"960,331.55","3,841,326.19",0.00,"3,841,326.19",0,0,0,0
222,Newton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,782,062.36","39,080,007.65","402,014.98","39,482,022.62",0,0,0,0
223,Nantucket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,525,690.80","10,093,578.53","76,538.88","10,170,117.41",0,0,0,0
224,Newburyport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,189,218.42","8,756,873.66",0.00,"8,756,873.66",0,0,0,0
225,Nahant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"502,812.02","2,011,248.10",0.00,"2,011,248.10",0,0,0,0
226,New Salem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"774,750.37","3,099,001.49",0.00,"3,099,001.49",0,0,0,0
227,Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,432,701.47","5,730,805.87",0.00,"5,730,805.87",0,0,0,0
228,Mount Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"379,287.48","1,517,149.92",0.00,"1,517,149.92",0,0,0,0
229,Middleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,379,422.70","5,517,120.58","4,752.00","5,521,872.58",0,0,0,0
230,Milford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,782,380.80","15,129,523.20",0.00,"15,129,523.20",0,0,0,0
231,Oak Bluffs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"857,598.19","3,430,392.77",0.00,"3,430,392.77",0,0,0,0
232,Orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,206,316.64","8,825,266.56",0.00,"8,825,266.56",0,0,0,0
233,Middleborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,166,576.57","16,666,306.27",0.00,"16,666,306.27",0,0,0,0
234,Middlefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"837,867.36","3,351,469.44",0.00,"3,351,469.44",0,0,0,0
235,Norwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,998,357.75","15,993,430.99",0.00,"15,993,430.99",0,0,0,0
236,Millbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,013,819.85","8,055,279.41",0.00,"8,055,279.41",0,0,0,0
237,Millis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,461,353.65","5,845,414.61",0.00,"5,845,414.61",0,0,0,0
238,Millville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"504,331.34","2,017,325.38",0.00,"2,017,325.38",0,0,0,0
239,Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,434,650.64","9,738,602.54",0.00,"9,738,602.54",0,0,0,0
240,Otis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"859,583.34","3,438,333.36",0.00,"3,438,333.36",0,0,0,0
241,Ware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,104,252.92","8,417,011.68",0.00,"8,417,011.68",0,0,0,0
242,Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,776,704.88","11,106,819.50",0.00,"11,106,819.50",0,0,0,0
243,New Ashford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"209,924.35","837,568.51","17,740.80","855,309.31",0,0,0,0
244,Peabody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,361,751.44","25,435,447.49","96,318.82","25,531,766.30",0,0,0,0
245,Northampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,446,031.13","17,782,946.02","9,820.80","17,792,766.82",0,0,0,0
246,Northbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,577,658.38","10,308,482.45","17,925.60","10,326,408.05",0,0,0,0
247,Northfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,451,533.38","5,806,133.52",0.00,"5,806,133.52",0,0,0,0
248,Shrewsbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,045,359.97","20,181,439.87",0.00,"20,181,439.87",0,0,0,0
249,Pepperell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,179,500.31","8,718,001.25",0.00,"8,718,001.25",0,0,0,0
250,Petersham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,251,355.38","5,005,421.52",0.00,"5,005,421.52",0,0,0,0
251,North Reading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,643,501.96","10,574,007.84",0.00,"10,574,007.84",0,0,0,0
252,Phillipston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,008,556.30","4,034,225.18",0.00,"4,034,225.18",0,0,0,0
253,Pembroke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,642,402.00","10,569,608.02",0.00,"10,569,608.02",0,0,0,0
254,Pittsfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,570,142.97","26,241,208.22","328,030.56","26,569,238.78","43,632","$45,206 ",http://www.cityofpittsfield.org/city_hall/accounting/index.php,http://www.cityofpittsfield.org/city_hall/fy2017_city_budget.php
255,Westborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,958,780.00","11,835,120.00",0.00,"11,835,120.00",0,0,0,0
256,Pelham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"527,246.54","2,108,986.18",0.00,"2,108,986.18",0,0,0,0
257,North Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,081,404.53","8,313,701.62","99,304.13","8,413,005.74",0,0,0,0
258,Rehoboth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,556,995.68","14,227,982.74",0.00,"14,227,982.74",0,0,0,0
259,Norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,051,100.48","8,204,401.92",0.00,"8,204,401.92",0,0,0,0
260,Reading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,975,464.67","11,901,858.67",0.00,"11,901,858.67",0,0,0,0
261,North Attleborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,330,284.07","13,284,131.52","308,373.12","13,592,504.64",0,0,0,0
262,Raynham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,298,063.50","9,192,254.02",0.00,"9,192,254.02",0,0,0,0
263,Rockland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,706,842.50","6,827,370.00",0.00,"6,827,370.00",0,0,0,0
264,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,552,415.94","14,209,663.78",0.00,"14,209,663.78",0,0,0,0
265,North Brookfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,688,131.37","6,752,525.47",0.00,"6,752,525.47",0,0,0,0
266,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"812,619.06","3,250,476.24",0.00,"3,250,476.24",0,0,0,0
267,Oakham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,023,024.02","4,092,096.10",0.00,"4,092,096.10",0,0,0,0
268,Russell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"621,907.44","2,487,629.76",0.00,"2,487,629.76",0,0,0,0
269,Rutland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,994,730.14","7,978,920.58",0.00,"7,978,920.58",0,0,0,0
270,Salem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,557,242.26","14,228,969.04",0.00,"14,228,969.04","42,804","$61,093 ",https://www.salem.com/sites/salemma/files/uploads/salem_fy2015_cafr.pdf,https://www.salem.com/sites/salemma/files/uploads/fy18-proposed_budget_0.pdf
271,Provincetown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"627,666.47","2,510,665.87",0.00,"2,510,665.87",0,0,0,0
272,Royalston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,471,459.31","5,885,837.23",0.00,"5,885,837.23",0,0,0,0
273,Princeton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,814,679.64","7,258,718.54",0.00,"7,258,718.54",0,0,0,0
274,Plympton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"939,376.68","3,757,506.72",0.00,"3,757,506.72",0,0,0,0
275,Sandwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,049,317.01","16,197,268.03",0.00,"16,197,268.03",0,0,0,0
276,Rockport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"895,391.11","3,581,564.45",0.00,"3,581,564.45",0,0,0,0
277,Rowley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,135,481.16","4,541,924.64",0.00,"4,541,924.64",0,0,0,0
278,Plainfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,076,433.86","4,305,735.46",0.00,"4,305,735.46",0,0,0,0
279,Southwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,984,375.27","7,937,501.09",0.00,"7,937,501.09",0,0,0,0
280,Spencer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,364,359.45","9,457,437.79",0.00,"9,457,437.79",0,0,0,0
281,Southborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,049,713.82","8,198,855.28",0.00,"8,198,855.28",0,0,0,0
282,Southbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,393,189.04","9,572,756.16",0.00,"9,572,756.16",0,0,0,0
283,Springfield,Underfunded,8,"589,970,000","7,374,625,000",n/a,0,underfunded,30,underfunded,8,underfunded,50,"$1,347,929 ","$16,184,112 ","17,532,040.68","70,128,162.72",0.00,"70,128,162.72","154,074","$35,742 ",https://www.springfield-ma.gov/finance/fileadmin/comptroller/Comprehensive_Annual_Financial_Report/Springfield_FY2017_CAFR.pdf,https://www.springfield-ma.gov/finance/fileadmin/budget/2017/Final_FY17_Adopted_6.30.16.pdf
284,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,952,800.74","7,811,202.96",0.00,"7,811,202.96",0,0,0,0
285,Shutesbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"701,066.39","2,804,265.55",0.00,"2,804,265.55",0,0,0,0
286,Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,822,971.14","11,291,884.56",0.00,"11,291,884.56",0,0,0,0
287,Shelburne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,153,857.67","4,615,430.69",0.00,"4,615,430.69",0,0,0,0
288,Sherborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,562,863.63","6,251,454.53",0.00,"6,251,454.53",0,0,0,0
289,Shirley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,268,877.46","5,075,509.82",0.00,"5,075,509.82",0,0,0,0
290,Sheffield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,921,749.19","7,686,996.77",0.00,"7,686,996.77",0,0,0,0
291,Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,144,658.38","8,578,633.54",0.00,"8,578,633.54",0,0,0,0
292,Sharon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,440,886.37","13,763,545.49",0.00,"13,763,545.49",0,0,0,0
293,Stockbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,074,277.25","4,297,108.99",0.00,"4,297,108.99",0,0,0,0
294,Saugus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,945,151.26","11,780,605.06",0.00,"11,780,605.06",0,0,0,0
295,Savoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"959,212.06","3,836,848.22",0.00,"3,836,848.22",0,0,0,0
296,Scituate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,090,435.61","12,361,742.45",0.00,"12,361,742.45",0,0,0,0
297,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,223,753.05","8,895,012.19",0.00,"8,895,012.19",0,0,0,0
298,Seekonk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,305,932.21","13,223,728.85",0.00,"13,223,728.85",0,0,0,0
299,Upton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,731,495.61","6,925,982.45",0.00,"6,925,982.45",0,0,0,0
300,Uxbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,895,639.25","11,581,644.62","7,603.20","11,589,247.82",0,0,0,0
301,Tyngsborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,108,163.29","8,432,653.15",0.00,"8,432,653.15",0,0,0,0
302,Tyringham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"549,196.69","2,196,786.77",0.00,"2,196,786.77",0,0,0,0
303,Tisbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"519,927.94","2,079,711.74",0.00,"2,079,711.74",0,0,0,0
304,Topsfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,448,521.40","5,794,085.62",0.00,"5,794,085.62",0,0,0,0
305,Wakefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,996,756.53","11,987,026.13",0.00,"11,987,026.13",0,0,0,0
306,West Boylston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,515,679.97","6,062,719.87",0.00,"6,062,719.87",0,0,0,0
307,Templeton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,934,675.42","7,738,701.70",0.00,"7,738,701.70",0,0,0,0
308,Taunton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,487,877.62","25,948,849.34","22,176.00","25,971,025.34",0,0,0,0
309,Waltham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,202,231.35","16,808,925.41",0.00,"16,808,925.41",0,0,0,0
310,Swampscott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,477,156.43","5,908,625.71",0.00,"5,908,625.71",0,0,0,0
311,Sutton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,179,425.47","8,717,701.87",0.00,"8,717,701.87",0,0,0,0
312,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,046,097.47","12,184,389.89",0.00,"12,184,389.89",0,0,0,0
313,Sturbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,985,213.87","7,940,855.47",0.00,"7,940,855.47",0,0,0,0
314,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"529,495.30","2,117,981.18",0.00,"2,117,981.18",0,0,0,0
315,Sudbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,845,357.34","15,381,429.36",0.00,"15,381,429.36",0,0,0,0
316,Stoneham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,351,592.67","9,406,370.69",0.00,"9,406,370.69",0,0,0,0
317,Westford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,700,058.13","18,800,232.53",0.00,"18,800,232.53",0,0,0,0
318,West Springfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,275,157.92","17,100,631.68",0.00,"17,100,631.68",0,0,0,0
319,West Stockbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"853,435.97","3,413,743.87",0.00,"3,413,743.87",0,0,0,0
320,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"882,282.72","3,529,130.88",0.00,"3,529,130.88",0,0,0,0
321,Stoughton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,686,192.66","14,744,770.66",0.00,"14,744,770.66",0,0,0,0
322,Tolland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"939,949.96","3,759,799.82",0.00,"3,759,799.82",0,0,0,0
323,West Newbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,090,900.14","4,363,600.56",0.00,"4,363,600.56",0,0,0,0
324,Westwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,570,218.20","10,280,872.80",0.00,"10,280,872.80",0,0,0,0
325,West Brookfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,231,571.35","4,926,285.41",0.00,"4,926,285.41",0,0,0,0
326,Westminster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,127,019.75","8,508,079.01",0.00,"8,508,079.01",0,0,0,0
327,Westhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,088,683.07","4,354,732.27",0.00,"4,354,732.27",0,0,0,0
328,Wellfleet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,203,347.77","4,813,391.09",0.00,"4,813,391.09",0,0,0,0
329,West Bridgewater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,508,431.19","6,033,724.75",0.00,"6,033,724.75",0,0,0,0
330,Watertown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,583,012.70","10,330,732.90","10,982.40","10,341,715.30",0,0,0,0
331,Wayland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,495,841.61","9,983,366.45",0.00,"9,983,366.45",0,0,0,0
332,Wrentham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,084,165.03","8,336,660.11",0.00,"8,336,660.11",0,0,0,0
333,Weston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,528,796.60","10,115,186.40",0.00,"10,115,186.40",0,0,0,0
334,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,641,326.70","70,564,880.50","3,552.38","70,568,432.88",0,0,0,0
335,Wendell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,002,628.97","4,010,515.87",0.00,"4,010,515.87",0,0,0,0
336,Wenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"877,231.61","3,508,926.43",0.00,"3,508,926.43",0,0,0,0
337,Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,426,218.16","5,704,872.62",0.00,"5,704,872.62",0,0,0,0
338,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"832,966.07","3,331,864.27",0.00,"3,331,864.27",0,0,0,0
339,Worthington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,183,059.77","4,732,239.07",0.00,"4,732,239.07",0,0,0,0
340,Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,524,765.58","10,099,062.34",0.00,"10,099,062.34",0,0,0,0
341,Windsor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,148,297.70","4,593,190.80",0.00,"4,593,190.80",0,0,0,0
342,Winthrop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,181,276.05","4,725,104.21",0.00,"4,725,104.21",0,0,0,0
343,Woburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,208,733.97","16,834,869.74",551.23,"16,835,420.98",0,0,0,0
344,Winchendon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,135,489.80","8,541,959.18",0.00,"8,541,959.18",0,0,0,0
345,Wilbraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,098,225.20","12,392,900.78",0.00,"12,392,900.78",0,0,0,0
346,Wilmington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,178,486.21","12,713,944.85",0.00,"12,713,944.85",0,0,0,0
347,Whitman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,655,916.50","6,623,666.02",0.00,"6,623,666.02",0,0,0,0
348,Williamsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"904,765.09","3,619,060.37",0.00,"3,619,060.37",0,0,0,0
349,Williamstown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,365,849.14","5,463,396.58",0.00,"5,463,396.58",0,0,0,0
350,Whately,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"748,738.19","2,994,952.75",0.00,"2,994,952.75",0,0,0,0
