,city_name,city_status,overall_city_health_score,city_status_current_funding,city_expected_funding,airport_asset_status,airport_score,building_asset_status,building_score,road_asset_status,road_score,sewage_asset_status,sewage_score,city_roads_actual_annual_spending,city_roads_cost_differential, city_roads_expected_annual_cost ,city_total_sq_footage_asphalt_streets,city_total_sq_footage_concrete_streets,city_total_sq_footage_streets,city_population,city_median_household_income,city_cafr_link,city_budget_link
261,NORTH ATTLEBOROUGH,,,,,,,,,,,,,,,10931021.37,13284131.52,308373.12,13592504.64,,,,
262,RAYNHAM,,,,,,,,,,,,,,,7557564.874,9192254.016,0,9192254.016,,,,
263,ROCKLAND,,,,,,,,,,,,,,,5613236.058,6827370,0,6827370,,,,
264,RANDOLPH,,,,,,,,,,,,,,,11682711.95,14209663.78,0,14209663.78,,,,
265,NORTH BROOKFIELD,,,,,,,,,,,,,,,5551701.381,6752525.472,0,6752525.472,,,,
266,PERU,,,,,,,,,,,,,,,2672433.226,3250476.24,0,3250476.24,,,,
267,OAKHAM,,,,,,,,,,,,,,,3364385.021,4092096.096,0,4092096.096,,,,
268,RUSSELL,,,,,,,,,,,,,,,2045246.276,2487629.76,0,2487629.76,,,,
269,RUTLAND,,,,,,,,,,,,,,,6560002.56,7978920.576,0,7978920.576,,,,
270,SALEM,,,,,,,,,,,,,,,11698584.09,14228969.04,0,14228969.04,,,,
271,PROVINCETOWN,,,,,,,,,,,,,,,2064185.799,2510665.872,0,2510665.872,,,,
272,ROYALSTON,,,,,,,,,,,,,,,4839139.197,5885837.232,0,5885837.232,,,,
273,PRINCETON,,,,,,,,,,,,,,,5967876.454,7258718.544,0,7258718.544,,,,
274,PLYMPTON,,,,,,,,,,,,,,,3089296.787,3757506.72,0,3757506.72,,,,
275,SANDWICH,,,,,,,,,,,,,,,13316853.92,16197268.03,0,16197268.03,,,,
276,ROCKPORT,,,,,,,,,,,,,,,2944642.916,3581564.448,0,3581564.448,,,,
277,ROWLEY,,,,,,,,,,,,,,,3734219.057,4541924.64,0,4541924.64,,,,
278,PLAINFIELD,,,,,,,,,,,,,,,3540032.182,4305735.456,0,4305735.456,,,,
279,SOUTHWICK,,,,,,,,,,,,,,,6525948.838,7937501.088,0,7937501.088,,,,
280,SPENCER,,,,,,,,,,,,,,,7775590.136,9457437.792,0,9457437.792,,,,
281,SOUTHBOROUGH,,,,,,,,,,,,,,,6740825.543,8198855.28,0,8198855.28,,,,
282,SOUTHBRIDGE,,,,,,,,,,,,,,,7870401.055,9572756.16,0,9572756.16,,,,
283,Springfield,Underfunded,10,"589,970,000",WE DON'T KNOW,n/a,0,underfunded,40,underfunded,30,underfunded,80,"$1,347,929 "," $56,309,109.02 "," $57,657,038.02 ","70,128,162.72",0,"70,128,162.72","154,074","$35,742 ",https://www.springfield-ma.gov/finance/fileadmin/comptroller/Comprehensive_Annual_Financial_Report/Springfield_FY2017_CAFR.pdf,https://www.springfield-ma.gov/finance/fileadmin/budget/2017/Final_FY17_Adopted_6.30.16.pdf
284,SOUTHAMPTON,,,,,,,,,,,,,,,6422110.726,7811202.96,0,7811202.96,154074,"$35,742 ",https://www.springfield-ma.gov/finance/fileadmin/comptroller/Comprehensive_Annual_Financial_Report/Springfield_FY2017_CAFR.pdf,https://www.springfield-ma.gov/finance/fileadmin/budget/2017/Final_FY17_Adopted_6.30.16.pdf
285,SHUTESBURY,,,,,,,,,,,,,,,2305573.671,2804265.552,0,2804265.552,,,,
286,SOMERSET,,,,,,,,,,,,,,,9283811.127,11291884.56,0,11291884.56,,,,
287,SHELBURNE,,,,,,,,,,,,,,,3794653.279,4615430.688,0,4615430.688,,,,
288,SHERBORN,,,,,,,,,,,,,,,5139737.552,6251454.528,0,6251454.528,,,,
289,SHIRLEY,,,,,,,,,,,,,,,4172915.011,5075509.824,0,5075509.824,,,,
290,SHEFFIELD,,,,,,,,,,,,,,,6319992.535,7686996.768,0,7686996.768,,,,
291,STERLING,,,,,,,,,,,,,,,7053066.567,8578633.536,0,8578633.536,,,,
292,SHARON,,,,,,,,,,,,,,,11315928.36,13763545.49,0,13763545.49,,,,
293,STOCKBRIDGE,,,,,,,,,,,,,,,3532939.791,4297108.992,0,4297108.992,,,,
294,SAUGUS,,,,,,,,,,,,,,,9685620.829,11780605.06,0,11780605.06,,,,
295,SAVOY,,,,,,,,,,,,,,,3154528.728,3836848.224,0,3836848.224,,,,
296,SCITUATE,,,,,,,,,,,,,,,10163412.62,12361742.45,0,12361742.45,,,,
297,TOWNSEND,,,,,,,,,,,,,,,7313182.554,8895012.192,0,8895012.192,,,,
298,SEEKONK,,,,,,,,,,,,,,,10872109.11,13223728.85,0,13223728.85,,,,
299,UPTON,,,,,,,,,,,,,,,5694311.926,6925982.448,0,6925982.448,,,,
300,UXBRIDGE,,,,,,,,,,,,,,,9522270.29,11581644.62,7603.2,11589247.82,,,,
301,TYNGSBOROUGH,,,,,,,,,,,,,,,6933046.361,8432653.152,0,8432653.152,,,,
302,TYRINGHAM,,,,,,,,,,,,,,,1806124.862,2196786.768,0,2196786.768,,,,
303,TISBURY,,,,,,,,,,,,,,,1709869.679,2079711.744,0,2079711.744,,,,
304,TOPSFIELD,,,,,,,,,,,,,,,4763704.077,5794085.616,0,5794085.616,,,,
305,WAKEFIELD,,,,,,,,,,,,,,,9855333.355,11987026.13,0,11987026.13,,,,
306,WEST BOYLSTON,,,,,,,,,,,,,,,4984566.208,6062719.872,0,6062719.872,,,,
307,TEMPLETON,,,,,,,,,,,,,,,6362502.604,7738701.696,0,7738701.696,,,,
308,TAUNTON,,,,,,,,,,,,,,,21334944.34,25948849.34,22176,25971025.34,,,,
309,WALTHAM,,,,,,,,,,,,,,,13819738.23,16808925.41,0,16808925.41,,,,
310,SWAMPSCOTT,,,,,,,,,,,,,,,4857875.126,5908625.712,0,5908625.712,,,,
311,SUTTON,,,,,,,,,,,,,,,7167403.918,8717701.872,0,8717701.872,,,,
312,SWANSEA,,,,,,,,,,,,,,,10017599.26,12184389.89,0,12184389.89,,,,
313,STURBRIDGE,,,,,,,,,,,,,,,6528706.7,7940855.472,0,7940855.472,,,,
314,WALES,,,,,,,,,,,,,,,1741333.537,2117981.184,0,2117981.184,,,,
315,SUDBURY,,,,,,,,,,,,,,,12646098.56,15381429.36,0,15381429.36,,,,
316,STONEHAM,,,,,,,,,,,,,,,7733604.465,9406370.688,0,9406370.688,,,,
317,WESTFORD,,,,,,,,,,,,,,,15456924.57,18800232.53,0,18800232.53,,,,
318,WEST SPRINGFIELD,,,,,,,,,,,,,,,14059569.4,17100631.68,0,17100631.68,,,,
319,WEST STOCKBRIDGE,,,,,,,,,,,,,,,2806666.431,3413743.872,0,3413743.872,,,,
320,SUNDERLAND,,,,,,,,,,,,,,,2901533.784,3529130.88,0,3529130.88,,,,
321,STOUGHTON,,,,,,,,,,,,,,,12122658.99,14744770.66,0,14744770.66,,,,
322,TOLLAND,,,,,,,,,,,,,,,3091182.101,3759799.824,0,3759799.824,,,,
323,WEST NEWBURY,,,,,,,,,,,,,,,3587606.942,4363600.56,0,4363600.56,,,,
324,WESTWOOD,,,,,,,,,,,,,,,8452590.955,10280872.8,0,10280872.8,,,,
325,WEST BROOKFIELD,,,,,,,,,,,,,,,4050227.669,4926285.408,0,4926285.408,,,,
326,WESTMINSTER,,,,,,,,,,,,,,,6995058.986,8508079.008,0,8508079.008,,,,
327,WESTHAMPTON,,,,,,,,,,,,,,,3580315.731,4354732.272,0,4354732.272,,,,
328,WELLFLEET,,,,,,,,,,,,,,,3957409.722,4813391.088,0,4813391.088,,,,
329,WEST BRIDGEWATER,,,,,,,,,,,,,,,4960727.387,6033724.752,0,6033724.752,,,,
330,WATERTOWN,,,,,,,,,,,,,,,8493913.736,10330732.9,10982.4,10341715.3,,,,
331,WAYLAND,,,,,,,,,,,,,,,8207991.148,9983366.448,0,9983366.448,,,,
332,WRENTHAM,,,,,,,,,,,,,,,6854124.083,8336660.112,0,8336660.112,,,,
333,WESTON,,,,,,,,,,,,,,,8316369.119,10115186.4,0,10115186.4,,,,
334,WORCESTER,,,,,,,,,,,,,,,58016199.39,70564880.5,3552.384,70568432.88,,,,
335,WENDELL,,,,,,,,,,,,,,,3297312.479,4010515.872,0,4010515.872,,,,
336,WENHAM,,,,,,,,,,,,,,,2884922.36,3508926.432,0,3508926.432,,,,
337,WARREN,,,,,,,,,,,,,,,4690356.128,5704872.624,0,5704872.624,,,,
338,WASHINGTON,,,,,,,,,,,,,,,2739347.753,3331864.272,0,3331864.272,,,,
339,WORTHINGTON,,,,,,,,,,,,,,,3890689.239,4732239.072,0,4732239.072,,,,
340,WINCHESTER,,,,,,,,,,,,,,,8303112.451,10099062.34,0,10099062.34,,,,
341,WINDSOR,,,,,,,,,,,,,,,3776368.385,4593190.8,0,4593190.8,,,,
342,WINTHROP,,,,,,,,,,,,,,,3884823.192,4725104.208,0,4725104.208,,,,
343,WOBURN,,,,,,,,,,,,,,,13841085.33,16834869.74,551.232,16835420.98,,,,
344,WINCHENDON,,,,,,,,,,,,,,,7022914.138,8541959.184,0,8541959.184,,,,
345,WILBRAHAM,,,,,,,,,,,,,,,10189029.97,12392900.78,0,12392900.78,,,,
346,WILMINGTON,,,,,,,,,,,,,,,10452981.7,12713944.85,0,12713944.85,,,,
347,WHITMAN,,,,,,,,,,,,,,,5445757.432,6623666.016,0,6623666.016,,,,
348,WILLIAMSBURG,,,,,,,,,,,,,,,2975470.811,3619060.368,0,3619060.368,,,,
349,WILLIAMSTOWN,,,,,,,,,,,,,,,4491822.57,5463396.576,0,5463396.576,,,,
350,WHATELY,,,,,,,,,,,,,,,2462350.331,2994952.752,0,2994952.752,,,,
